Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
sweet-madagascar,Sweet Madagascar,"<p>Sophisticated notes of coconut, vanilla, and Ravintsara transport you to the orchids of Madagascar in a gentle, effective cleanse.</p>
<p><strong>Key Ingredients:</strong> Goat’s Milk, Coconut Oil, Vanilla Oil, Ravintsara Oil.</p>
<p><strong>Full Ingredients:</strong> Goat Milk, Coconut Oil, Ravintsara (Cinnamomum Camphora) Oil, Geranium Oil, Vanilla Oil, Jasmine Oil, Saro Oil, Orange Blossom Oil, Ylang Ylang Oil, Clove Oil and Natural Preservative.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses to extend the life of your bar.</p>
<p><strong>Weight:</strong> 6.3 oz &middot; <strong>Collection:</strong> The Signature Collection</p>
<p><em>Handmade &amp; hand-poured in small batches &middot; 100% Natural &middot; Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Signature Collection, Herbal Soap, Handmade, All Natural, Made in USA, Subscription Eligible",TRUE,Title,Default Title,SWE-HER-BAR-06,179,shopify,25,deny,manual,21.99,,TRUE,TRUE,,,,,FALSE,Sweet Madagascar · The Signature Collection | Royal Being,"Sophisticated notes of coconut, vanilla, and Ravintsara transport you to the orchids of Madagascar in a gentle, effective cleanse.",active
melanin-popping,Melanin Popping,"<p>African black soap enriched with Shea Butter and nourishing botanicals that balance, soothe, and revitalize — thoughtfully crafted for brown and black skin.</p>
<p><strong>Key Ingredients:</strong> African Black Soap, Shea Butter, Goat’s Milk, Turmeric Oil.</p>
<p><strong>Full Ingredients:</strong> African Black Soap, Goat Milk, Shea Butter, Coconut Oil, Jojoba Oil, Lavender Oil, Carrot Seed Oil, Geranium Oil, Tea Tree Oil, Frankincense Oil, Myrrh Oil, Turmeric Oil, and Natural Preservative.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses to extend the life of your bar.</p>
<p><strong>Weight:</strong> 6.3 oz &middot; <strong>Collection:</strong> The Signature Collection</p>
<p><em>Handmade &amp; hand-poured in small batches &middot; 100% Natural &middot; Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Signature Collection, Herbal Soap, Handmade, All Natural, Made in USA, Subscription Eligible",TRUE,Title,Default Title,MEL-HER-BAR-05,179,shopify,25,deny,manual,19.99,,TRUE,TRUE,,,,,FALSE,Melanin Popping · The Signature Collection | Royal Being,"African black soap enriched with Shea Butter and nourishing botanicals that balance, soothe, and revitalize — thoughtfully crafted for brown and black skin",active
turmeric-swirl,Turmeric Swirl,"<p>Coconut Milk and Turmeric root powder help brighten the look of skin and support a natural, radiant glow. A luminous weekly ritual.</p>
<p><strong>Key Ingredients:</strong> Coconut Milk, Turmeric Root Powder, Shea Butter, Kaolin Clay.</p>
<p><strong>Full Ingredients:</strong> Coconut Milk, Turmeric root powder, Turmeric Oil, Olive Oil, Shea Butter, Kaolin Clay, Orange Oil, Lavender Oil, and Tea Tree Oil.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses to extend the life of your bar.</p>
<p><strong>Weight:</strong> 6.7 oz &middot; <strong>Collection:</strong> The Signature Collection</p>
<p><em>Handmade &amp; hand-poured in small batches &middot; 100% Natural &middot; Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Signature Collection, Herbal Soap, Handmade, All Natural, Made in USA, Subscription Eligible, Featured",TRUE,Title,Default Title,TUR-HER-BAR-05,190,shopify,25,deny,manual,11.99,,TRUE,TRUE,,,,,FALSE,Turmeric Swirl · The Signature Collection | Royal Being,"Coconut Milk and Turmeric root powder help brighten the look of skin and support a natural, radiant glow. A luminous weekly ritual.",active
charcoal-moment,Charcoal Moment,"<p>Deep-pore cleansing with Activated Charcoal, Bentonite Clay, and Goat’s Milk — the gentlest exfoliation that helps draw out the look of impurities.</p>
<p><strong>Key Ingredients:</strong> Activated Charcoal, Goat’s Milk, Bentonite Clay, Tea Tree Oil.</p>
<p><strong>Full Ingredients:</strong> Coconut Oil, Activated Charcoal Powder, Goat Milk, Glycerin, Shea Butter, Bentonite Clay, Tea tree Oil, Peppermint Oil, Eucalyptus Oil, and Lavender Oil.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses to extend the life of your bar.</p>
<p><strong>Weight:</strong> 7.3 oz &middot; <strong>Collection:</strong> The Signature Collection</p>
<p><em>Handmade &amp; hand-poured in small batches &middot; 100% Natural &middot; Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Signature Collection, Herbal Soap, Handmade, All Natural, Made in USA, Subscription Eligible, Featured",TRUE,Title,Default Title,CHA-HER-BAR-05,207,shopify,25,deny,manual,14.99,,TRUE,TRUE,,,,,FALSE,Charcoal Moment · The Signature Collection | Royal Being,"Deep-pore cleansing with Activated Charcoal, Bentonite Clay, and Goat’s Milk — the gentlest exfoliation that helps draw out the look of impurities.",active
islander,Islander,"<p>Creamy coconut, sun-sweetened mango, and ocean breeze. A lush, vacation-inspired lather that treats skin and elevates the senses.</p>
<p><strong>Key Ingredients:</strong> Coconut Milk, Mango Butter, Bergamot Oil, Vanilla Oil.</p>
<p><strong>Full Ingredients:</strong> Coconut Milk, Glycerin, Coconut Oil, Honey, Ylang Ylang Oil, Lime Oil, Lemon Oil, Orange Oil, Spearmint Oil, Bergamot Oil, Mango Butter, Vanilla Oil, Pineapple Oil, Ginger Oil, Plumeria Oil, Tea Tree Oil, Vetiver Oil, Patchouli Oil, Clary Sage Oil, Geranium Oil, Frankincense oil, Sandalwood Oil, and Natural Preservative.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses to extend the life of your bar.</p>
<p><strong>Weight:</strong> 7.3 oz &middot; <strong>Collection:</strong> The Signature Collection</p>
<p><em>Handmade &amp; hand-poured in small batches &middot; 100% Natural &middot; Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Signature Collection, Herbal Soap, Handmade, All Natural, Made in USA, Subscription Eligible",TRUE,Title,Default Title,ISL-HER-BAR-06,207,shopify,25,deny,manual,21.99,,TRUE,TRUE,,,,,FALSE,Islander · The Signature Collection | Royal Being,"Creamy coconut, sun-sweetened mango, and ocean breeze. A lush, vacation-inspired lather that treats skin and elevates the senses.",active
watermelon-fusion,Watermelon Fusion,"<p>A tropical oasis of Goat’s Milk, Peppermint, and Watermelon with poppy seeds for gentle exfoliation. Leaves skin feeling refreshed, smoother, softer, and radiant.</p>
<p><strong>Key Ingredients:</strong> Goat’s Milk, Watermelon Oil, Peppermint Oil, Poppy Seeds.</p>
<p><strong>Full Ingredients:</strong> Goat’s Milk, Oat Milk Base, Coconut Oil, Watermelon Oil, Lavender Oil, Rose Oil, Eucalyptus Oil, Vanilla Oil, Peppermint Oil, Clove Oil, Pink Clay Powder, Poppy Seeds, Watermelon FO, Natural Coloring, and Natural Preservative.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses to extend the life of your bar.</p>
<p><strong>Weight:</strong> 6.7 oz &middot; <strong>Collection:</strong> The Signature Collection</p>
<p><em>Handmade &amp; hand-poured in small batches &middot; 100% Natural &middot; Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Signature Collection, Herbal Soap, Handmade, All Natural, Made in USA, Subscription Eligible, Featured",TRUE,Title,Default Title,WM-ORG-BR-04-ST,190,shopify,25,deny,manual,19.99,,TRUE,TRUE,,,,,FALSE,Watermelon Fusion · The Signature Collection | Royal Being,"A tropical oasis of Goat’s Milk, Peppermint, and Watermelon with poppy seeds for gentle exfoliation. Leaves skin feeling refreshed, smoother, softer, and r",active
zen-moment,Zen Moment,"<p>A tranquil, spa-like exhale. Lavender, eucalyptus, and peppermint turn an everyday routine into a mindful, wholesome ritual.</p>
<p><strong>Key Ingredients:</strong> Aloe Vera Base, Lavender Oil, Eucalyptus Oil, Peppermint Oil.</p>
<p><strong>Full Ingredients:</strong> Aloe Vera Base, Coconut Oil Base, Aloe Vera Oil, Lavender Oil, Frankincense Oil, Peppermint Oil, Eucalyptus Oil, Tea Tree Oil, Violet Oil, Natural Coloring and Natural Preservative.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses to extend the life of your bar.</p>
<p><strong>Weight:</strong> 6.3 oz &middot; <strong>Collection:</strong> The Signature Collection</p>
<p><em>Handmade &amp; hand-poured in small batches &middot; 100% Natural &middot; Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Signature Collection, Herbal Soap, Handmade, All Natural, Made in USA, Coming Soon",TRUE,Title,Default Title,,179,shopify,0,deny,manual,19.99,,TRUE,TRUE,,,,,FALSE,Zen Moment · The Signature Collection | Royal Being,"A tranquil, spa-like exhale. Lavender, eucalyptus, and peppermint turn an everyday routine into a mindful, wholesome ritual.",active
anti-aging-herbal,Anti-Aging Herbal Soap,"<p>A time-capsule in a bar. Rich butters and Frankincense produce a very gentle lather that leaves skin feeling deeply hydrated and renewed.</p>
<p><strong>Key Ingredients:</strong> Goat’s Milk, Kokum Butter, Frankincense Oil, Chamomile Oil.</p>
<p><strong>Full Ingredients:</strong> Goats Milk, Oat Milk Base, Honey Base, Kokum Butter, Murumuru Butter, Tucuma Butter, Cupuacu Butter, Ucuuba Butter, Coconut Oil, Frankincense Oil, Lotus Oil, Eucalyptus Oil, Lavender Oil, Chamomile Oil, Japanese Magnolia Oil, and Natural Preservative.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses to extend the life of your bar.</p>
<p><strong>Weight:</strong> 6.3 oz &middot; <strong>Collection:</strong> The Common Collection</p>
<p><em>Handmade &amp; hand-poured in small batches &middot; 100% Natural &middot; Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Common Collection, Herbal Soap, Handmade, All Natural, Made in USA, Subscription Eligible",TRUE,Title,Default Title,AA-SH-ROS-BR-04,179,shopify,25,deny,manual,25.00,,TRUE,TRUE,,,,,FALSE,Anti-Aging Herbal Soap · The Common Collection | Royal Being,A time-capsule in a bar. Rich butters and Frankincense produce a very gentle lather that leaves skin feeling deeply hydrated and renewed.,active
aloe-vera-wave,Aloe Vera Wave,"<p>A revitalizing bar built on Aloe Vera base and gel, celebrated for its moisturizing, soothing feel and a calming, purifying cleansing experience.</p>
<p><strong>Key Ingredients:</strong> Aloe Vera Base, Aloe Vera Gel, Goat’s Milk, Cucumber Oil.</p>
<p><strong>Full Ingredients:</strong> Aloe Vera Base, Aloe Vera Gel, Goat’s Milk, Aloe Vera Oil, Cucumber Oil, Violet Oil, Natural Coloring and Natural Preservative.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses to extend the life of your bar.</p>
<p><strong>Weight:</strong> 6.7 oz &middot; <strong>Collection:</strong> The Common Collection</p>
<p><em>Handmade &amp; hand-poured in small batches &middot; 100% Natural &middot; Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Common Collection, Herbal Soap, Handmade, All Natural, Made in USA, Subscription Eligible, Featured",TRUE,Title,Default Title,ALO-HER-BAR-06,190,shopify,25,deny,manual,14.99,,TRUE,TRUE,,,,,FALSE,Aloe Vera Wave · The Common Collection | Royal Being,"A revitalizing bar built on Aloe Vera base and gel, celebrated for its moisturizing, soothing feel and a calming, purifying cleansing experience.",active
beef-tallow,Beef Tallow,"<p>Grass-fed, pasture-raised Beef Tallow and Goat’s Milk deeply moisturize without a greasy feel — a nourishing blend that leaves skin feeling renewed.</p>
<p><strong>Key Ingredients:</strong> Beef Tallow, Goat’s Milk, Oatmeal, Tea Tree Oil.</p>
<p><strong>Full Ingredients:</strong> Pasture Raised, Grass Fed Beef Tallow, Goat’s Milk, Oatmeal Base, Honey, Coconut Oil, Olive Oil, Castor Oil, Tea tree Oil, Mint Oil, and Lavender Oil.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses to extend the life of your bar.</p>
<p><strong>Weight:</strong> 6.39 oz &middot; <strong>Collection:</strong> The Common Collection</p>
<p><em>Handmade &amp; hand-poured in small batches &middot; 100% Natural &middot; Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Common Collection, Herbal Soap, Handmade, All Natural, Made in USA, Subscription Eligible",TRUE,Title,Default Title,BEE-HER-BAR-06,181,shopify,25,deny,manual,14.99,,TRUE,TRUE,,,,,FALSE,Beef Tallow · The Common Collection | Royal Being,"Grass-fed, pasture-raised Beef Tallow and Goat’s Milk deeply moisturize without a greasy feel — a nourishing blend that leaves skin feeling renewed.",active
blissful-lavender,Blissful Lavender,"<p>A naturally calming ritual. Goat’s Milk, Lavender Oil, and Lavender Buds create a soothing lather with a beloved, relaxing aroma.</p>
<p><strong>Key Ingredients:</strong> Goat’s Milk, Lavender Oil, Lavender Buds, Bergamot Oil.</p>
<p><strong>Full Ingredients:</strong> Goat’s Milk, Lavender Oil, Vitamin E Oil, Bergamot Oil, Mint Oil, Lavender Buds, Natural Coloring and Natural Preservative.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses to extend the life of your bar.</p>
<p><strong>Weight:</strong> 6.3 oz &middot; <strong>Collection:</strong> The Common Collection</p>
<p><em>Handmade &amp; hand-poured in small batches &middot; 100% Natural &middot; Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Common Collection, Herbal Soap, Handmade, All Natural, Made in USA, Subscription Eligible, Featured",TRUE,Title,Default Title,,179,shopify,25,deny,manual,14.99,,TRUE,TRUE,,,,,FALSE,Blissful Lavender · The Common Collection | Royal Being,"A naturally calming ritual. Goat’s Milk, Lavender Oil, and Lavender Buds create a soothing lather with a beloved, relaxing aroma.",active
detoxify,Detoxify,"<p>Pure Bentonite Clay paired with Goat’s Milk and Shea Butter for a clarifying cleanse that helps absorb the look of excess oil without dryness.</p>
<p><strong>Key Ingredients:</strong> Goat’s Milk, Bentonite Clay, Shea Butter, Patchouli Oil.</p>
<p><strong>Full Ingredients:</strong> Goats Milk, Shea Butter, Bentonite Clay, Frankincense Oil, Lemongrass Oil, Patchouli Oil, Grape Seed Oil, and Natural Preservative.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses to extend the life of your bar.</p>
<p><strong>Weight:</strong> 6.3 oz &middot; <strong>Collection:</strong> The Common Collection</p>
<p><em>Handmade &amp; hand-poured in small batches &middot; 100% Natural &middot; Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Common Collection, Herbal Soap, Handmade, All Natural, Made in USA, Subscription Eligible",TRUE,Title,Default Title,DET-HER-BAR-06,179,shopify,25,deny,manual,17.99,,TRUE,TRUE,,,,,FALSE,Detoxify · The Common Collection | Royal Being,Pure Bentonite Clay paired with Goat’s Milk and Shea Butter for a clarifying cleanse that helps absorb the look of excess oil without dryness.,active
citrus-heaven,Citrus Heaven,"<p>Bright, zesty, refreshing citrus. Goat’s Milk, Tangerine, and Sweet Orange transport skin to a sweet, tropical oasis with every use.</p>
<p><strong>Key Ingredients:</strong> Goat’s Milk, Tangerine Oil, Sweet Orange Oil, Grapefruit Oil.</p>
<p><strong>Full Ingredients:</strong> Goats Milk, Lime Oil, Tangerine Oil, Sweet Orange Oil, Bergamot Oil, Lemongrass Oil, Grapefruit Oil, Lemon Oil, and Natural Preservative.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses to extend the life of your bar.</p>
<p><strong>Weight:</strong> 7.3 oz &middot; <strong>Collection:</strong> The Common Collection</p>
<p><em>Handmade &amp; hand-poured in small batches &middot; 100% Natural &middot; Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Common Collection, Herbal Soap, Handmade, All Natural, Made in USA, Subscription Eligible",TRUE,Title,Default Title,CIT-HER-BAR-06,207,shopify,25,deny,manual,15.99,,TRUE,TRUE,,,,,FALSE,Citrus Heaven · The Common Collection | Royal Being,"Bright, zesty, refreshing citrus. Goat’s Milk, Tangerine, and Sweet Orange transport skin to a sweet, tropical oasis with every use.",active
calm,Calm,"<p>The natural essence of Oat Milk and Honey with calming essential oils and an invigorating ocean-breeze scent for a deeply cleansing daily ritual.</p>
<p><strong>Key Ingredients:</strong> Oat Milk, Honey, Jojoba Oil, Chamomile Oil.</p>
<p><strong>Full Ingredients:</strong> Oat Milk, Honey, Jojoba Oil, Lavender Oil, Geranium Oil, Ylang Ylang Oil, Chamomile Oil, Tea Tree Oil and Natural Preservative.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses to extend the life of your bar.</p>
<p><strong>Weight:</strong> 6.3 oz &middot; <strong>Collection:</strong> The Common Collection</p>
<p><em>Handmade &amp; hand-poured in small batches &middot; 100% Natural &middot; Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Common Collection, Herbal Soap, Handmade, All Natural, Made in USA, Subscription Eligible",TRUE,Title,Default Title,CAL-HER-BAR-06,179,shopify,25,deny,manual,16.99,,TRUE,TRUE,,,,,FALSE,Calm · The Common Collection | Royal Being,The natural essence of Oat Milk and Honey with calming essential oils and an invigorating ocean-breeze scent for a deeply cleansing daily ritual.,active
the-ethan,The Ethan,"<p>Grounded, strong, and bold. Warm sage balanced with spicy black pepper for an enduring, earthy, fresh shower experience with remarkable staying power.</p>
<p><strong>Key Ingredients:</strong> Goat’s Milk, Sage Oil, Black Pepper, Warm Oud FO.</p>
<p><strong>Full Ingredients:</strong> Goat’s Milk, Vanilla Oil, Cedarwood Oil, Sandalwood Oil, Amber Oil, Vetiver Oil, Bergamot Oil, Black Pepper, Fresh Linen FO, Sage Oil, White Tea FO, Eucalyptus Oil, Warm Oud FO, Natural Coloring, and Natural Preservative.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses to extend the life of your bar.</p>
<p><strong>Weight:</strong> 7.3 oz &middot; <strong>Collection:</strong> The Royal Duke Collection</p>
<p><em>Handmade &amp; hand-poured in small batches &middot; 100% Natural &middot; Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Royal Duke Collection, Herbal Soap, Handmade, All Natural, Made in USA, Subscription Eligible",TRUE,Title,Default Title,,207,shopify,25,deny,manual,21.99,,TRUE,TRUE,,,,,FALSE,The Ethan · The Royal Duke Collection | Royal Being,"Grounded, strong, and bold. Warm sage balanced with spicy black pepper for an enduring, earthy, fresh shower experience with remarkable staying power.",active
the-aristocrat,The Aristocrat,"<p>The noble bar for the refined, ambitious man. A crisp, fresh blend of cedar, amber, and bergamot that refreshes skin then settles into inviting warmth.</p>
<p><strong>Key Ingredients:</strong> Goat’s Milk, Cedarwood, Amber Oil, Bergamot Oil.</p>
<p><strong>Full Ingredients:</strong> Goat’s Milk, Cedarwood, Patchouli Oil, Amber Oil, Warm Oud Oil, Watermelon FO, Lime Oil, Bergamot Oil, Natural Coloring, and Natural Preservative.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses to extend the life of your bar.</p>
<p><strong>Weight:</strong> 7.3 oz &middot; <strong>Collection:</strong> The Royal Duke Collection</p>
<p><em>Handmade &amp; hand-poured in small batches &middot; 100% Natural &middot; Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Royal Duke Collection, Herbal Soap, Handmade, All Natural, Made in USA, Coming Soon",TRUE,Title,Default Title,,207,shopify,0,deny,manual,20.99,,TRUE,TRUE,,,,,FALSE,The Aristocrat · The Royal Duke Collection | Royal Being,"The noble bar for the refined, ambitious man. A crisp, fresh blend of cedar, amber, and bergamot that refreshes skin then settles into inviting warmth.",active
woody,Woody,"<p>Earthy roots with a twist of Tobacco Oud. Patchouli and Sandalwood create a rich, warm, intense cleanse with remarkable, lasting scent.</p>
<p><strong>Key Ingredients:</strong> Goat’s Milk, Sandalwood Oil, Tobacco Oil, Patchouli Oil.</p>
<p><strong>Full Ingredients:</strong> Goat’s Milk, Cedar wood Oil, Sandalwood Oil, Tobacco Oil, Patchouli Oil, Sweet Orange Oil, Bergamot Oil, Natural Coloring, and Natural Preservative.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses to extend the life of your bar.</p>
<p><strong>Weight:</strong> 7.3 oz &middot; <strong>Collection:</strong> The Royal Duke Collection</p>
<p><em>Handmade &amp; hand-poured in small batches &middot; 100% Natural &middot; Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Royal Duke Collection, Herbal Soap, Handmade, All Natural, Made in USA, Subscription Eligible",TRUE,Title,Default Title,,207,shopify,25,deny,manual,20.99,,TRUE,TRUE,,,,,FALSE,Woody · The Royal Duke Collection | Royal Being,"Earthy roots with a twist of Tobacco Oud. Patchouli and Sandalwood create a rich, warm, intense cleanse with remarkable, lasting scent.",active
bamboozled,Bamboozled,"<p>The crisp world of Green Bamboo, with delicate balsam and bamboo reeds. Masculine, grounding, and unpretentious — a fresh, wild, clean finish.</p>
<p><strong>Key Ingredients:</strong> Goat’s Milk, Fir Balsam Oil, White Tea Oil, Cedar Wood Oil.</p>
<p><strong>Full Ingredients:</strong> Goat’s Milk, Bamboo FO, Organic Fir Balsam Oil, White Tea Oil, Cedar Wood Oil, Sandalwood Oil, Patchouli Oil, Natural Coloring, and Natural Preservative.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses to extend the life of your bar.</p>
<p><strong>Weight:</strong> 7.3 oz &middot; <strong>Collection:</strong> The Royal Duke Collection</p>
<p><em>Handmade &amp; hand-poured in small batches &middot; 100% Natural &middot; Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Royal Duke Collection, Herbal Soap, Handmade, All Natural, Made in USA, Subscription Eligible, Featured",TRUE,Title,Default Title,,207,shopify,25,deny,manual,19.99,,TRUE,TRUE,,,,,FALSE,Bamboozled · The Royal Duke Collection | Royal Being,"The crisp world of Green Bamboo, with delicate balsam and bamboo reeds. Masculine, grounding, and unpretentious — a fresh, wild, clean finish.",active
teakwood,Teakwood,"<p>Warm, woody, and provocative. Teakwood, Warm Oud, and Patchouli over Goat’s Milk for a rich, luxurious lather with smoky, outdoorsy notes.</p>
<p><strong>Key Ingredients:</strong> Goat’s Milk, Teakwood Oil, Tobacco Oud, Warm Oud Oil.</p>
<p><strong>Full Ingredients:</strong> Goat’s Milk, Teakwood Oil, Tobacco Oud, Patchouli Oil, Lavender Oil, Black Pepper Oil, Warm Oud Oil, Clove Oil, Cardamom Oil, Bergamot Oil, Natural Coloring, and Natural Preservative.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses to extend the life of your bar.</p>
<p><strong>Weight:</strong> 7.3 oz &middot; <strong>Collection:</strong> The Royal Duke Collection</p>
<p><em>Handmade &amp; hand-poured in small batches &middot; 100% Natural &middot; Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Royal Duke Collection, Herbal Soap, Handmade, All Natural, Made in USA, Coming Soon",TRUE,Title,Default Title,,207,shopify,0,deny,manual,21.99,,TRUE,TRUE,,,,,FALSE,Teakwood · The Royal Duke Collection | Royal Being,"Warm, woody, and provocative. Teakwood, Warm Oud, and Patchouli over Goat’s Milk for a rich, luxurious lather with smoky, outdoorsy notes.",active
the-chloe,The Chloe,"<p>Full bloom for little ones. Gentle lavender and spearmint with a soft, caressing lather that leaves delicate skin feeling supple, smooth, and restored.</p>
<p><strong>Key Ingredients:</strong> Coconut Milk, Mango Base, Lavender Oil, Roman Chamomile Oil.</p>
<p><strong>Full Ingredients:</strong> Coconut Milk, Mango Base, Lavender Oil, Organic Roman Chamomile Oil, Sweet Orange Oil, Cherry Blossom Oil, Natural Coloring, and Natural Preservative.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses to extend the life of your bar.</p>
<p><strong>Weight:</strong> 5.29 oz &middot; <strong>Collection:</strong> The Royal Kid Herbal Collection</p>
<p><em>Handmade &amp; hand-poured in small batches &middot; 100% Natural &middot; Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Royal Kid Herbal Collection, Herbal Soap, Handmade, All Natural, Made in USA, Coming Soon",TRUE,Title,Default Title,,150,shopify,0,deny,manual,12.99,,TRUE,TRUE,,,,,FALSE,The Chloe · The Royal Kid Herbal Collection | Royal Being,"Full bloom for little ones. Gentle lavender and spearmint with a soft, caressing lather that leaves delicate skin feeling supple, smooth, and restored.",active
the-bodhi,The Bodhi,"<p>Gentle care for sensitive skin. Oatmeal, honey, aloe, and shea with a touch of sweet orange — a soft, lofty lather perfect for bedtime baths.</p>
<p><strong>Key Ingredients:</strong> Oatmeal Base, Honey Base, Aloe Vera Base, Shea Butter.</p>
<p><strong>Full Ingredients:</strong> Oatmeal Base, Honey Base, Aloe Vera Base, Shea Butter Base, Lavender Oil, Organic Roman Chamomile Oil, Sweet Orange Oil, Oatmeal, Natural Coloring, and Natural Preservative.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses to extend the life of your bar.</p>
<p><strong>Weight:</strong> 3 oz &middot; <strong>Collection:</strong> The Royal Kid Herbal Collection</p>
<p><em>Handmade &amp; hand-poured in small batches &middot; 100% Natural &middot; Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Royal Kid Herbal Collection, Herbal Soap, Handmade, All Natural, Made in USA, Coming Soon",TRUE,Title,Default Title,,85,shopify,0,deny,manual,9.99,,TRUE,TRUE,,,,,FALSE,The Bodhi · The Royal Kid Herbal Collection | Royal Being,"Gentle care for sensitive skin. Oatmeal, honey, aloe, and shea with a touch of sweet orange — a soft, lofty lather perfect for bedtime baths.",active
