Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
bamboozled,,,,,,,,Title,Default Title,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/royal-being-images/main/bamboozled__bamboozled-4.jpg,4,Bamboozled — view 4,,,,
woody,Woody,"<p>Earthy roots with a twist of Tobacco Oud. Patchouli and Sandalwood create a rich, warm, intense cleanse with remarkable, lasting scent.</p>
<p><strong>Key Ingredients:</strong> Goat’s Milk, Sandalwood Oil, Tobacco Oil, Patchouli Oil.</p>
<p><strong>Full Ingredients:</strong> Goat’s Milk, Cedar wood Oil, Sandalwood Oil, Tobacco Oil, Patchouli Oil, Sweet Orange Oil, Bergamot Oil, Natural Coloring, and Natural Preservative.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses.</p>
<p><strong>Weight:</strong> 7.3 oz · <strong>Collection:</strong> The Royal Duke Collection</p>
<p><em>Handmade &amp; hand-poured in small batches · 100% Natural · Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Royal Duke Collection, Herbal Soap, Handmade, All Natural, Made in USA, Subscription Eligible",TRUE,Title,Default Title,,207,shopify,25,deny,manual,20.99,,TRUE,TRUE,,https://raw.githubusercontent.com/asharqasmani-dotcom/royal-being-images/main/woody__woody-1.jpg,1,Woody — Royal Being herbal soap,FALSE,Woody · The Royal Duke Collection | Royal Being,"Earthy roots with a twist of Tobacco Oud. Patchouli and Sandalwood create a rich, warm, intense cleanse with remarkable, lasting scent.",active
woody,,,,,,,,Title,Default Title,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/royal-being-images/main/woody__woody-2.jpg,2,Woody — view 2,,,,
woody,,,,,,,,Title,Default Title,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/royal-being-images/main/woody__woody-3.jpg,3,Woody — view 3,,,,
woody,,,,,,,,Title,Default Title,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/royal-being-images/main/woody__woody-4.jpg,4,Woody — view 4,,,,
the-aristocrat,The Aristocrat,"<p>The noble bar for the refined, ambitious man. A crisp, fresh blend of cedar, amber, and bergamot that refreshes skin then settles into inviting warmth.</p>
<p><strong>Key Ingredients:</strong> Goat’s Milk, Cedarwood, Amber Oil, Bergamot Oil.</p>
<p><strong>Full Ingredients:</strong> Goat’s Milk, Cedarwood, Patchouli Oil, Amber Oil, Warm Oud Oil, Watermelon FO, Lime Oil, Bergamot Oil, Natural Coloring, and Natural Preservative.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses.</p>
<p><strong>Weight:</strong> 7.3 oz · <strong>Collection:</strong> The Royal Duke Collection</p>
<p><em>Handmade &amp; hand-poured in small batches · 100% Natural · Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Royal Duke Collection, Herbal Soap, Handmade, All Natural, Made in USA, Coming Soon",TRUE,Title,Default Title,,207,shopify,0,deny,manual,20.99,,TRUE,TRUE,,https://raw.githubusercontent.com/asharqasmani-dotcom/royal-being-images/main/the-aristocrat__the-aristocrat-1.jpg,1,The Aristocrat — Royal Being herbal soap,FALSE,The Aristocrat · The Royal Duke Collection | Royal Being,"The noble bar for the refined, ambitious man. A crisp, fresh blend of cedar, amber, and bergamot that refreshes skin then settles into inviting warmth.",active
the-aristocrat,,,,,,,,Title,Default Title,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/royal-being-images/main/the-aristocrat__the-aristocrat-2.jpg,2,The Aristocrat — view 2,,,,
the-aristocrat,,,,,,,,Title,Default Title,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/royal-being-images/main/the-aristocrat__the-aristocrat-3.jpg,3,The Aristocrat — view 3,,,,
the-ethan,The Ethan,"<p>Grounded, strong, and bold. Warm sage balanced with spicy black pepper for an enduring, earthy, fresh shower experience with remarkable staying power.</p>
<p><strong>Key Ingredients:</strong> Goat’s Milk, Sage Oil, Black Pepper, Warm Oud FO.</p>
<p><strong>Full Ingredients:</strong> Goat’s Milk, Vanilla Oil, Cedarwood Oil, Sandalwood Oil, Amber Oil, Vetiver Oil, Bergamot Oil, Black Pepper, Fresh Linen FO, Sage Oil, White Tea FO, Eucalyptus Oil, Warm Oud FO, Natural Coloring, and Natural Preservative.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses.</p>
<p><strong>Weight:</strong> 7.3 oz · <strong>Collection:</strong> The Royal Duke Collection</p>
<p><em>Handmade &amp; hand-poured in small batches · 100% Natural · Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Royal Duke Collection, Herbal Soap, Handmade, All Natural, Made in USA, Subscription Eligible",TRUE,Title,Default Title,,207,shopify,25,deny,manual,21.99,,TRUE,TRUE,,https://raw.githubusercontent.com/asharqasmani-dotcom/royal-being-images/main/the-ethan__the-ethan-1.jpg,1,The Ethan — Royal Being herbal soap,FALSE,The Ethan · The Royal Duke Collection | Royal Being,"Grounded, strong, and bold. Warm sage balanced with spicy black pepper for an enduring, earthy, fresh shower experience with remarkable staying power.",active
the-ethan,,,,,,,,Title,Default Title,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/royal-being-images/main/the-ethan__the-ethan-2.jpg,2,The Ethan — view 2,,,,
the-ethan,,,,,,,,Title,Default Title,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/royal-being-images/main/the-ethan__the-ethan-3.jpg,3,The Ethan — view 3,,,,
the-ethan,,,,,,,,Title,Default Title,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/royal-being-images/main/the-ethan__the-ethan-4.jpg,4,The Ethan — view 4,,,,
calm,Calm,"<p>The natural essence of Oat Milk and Honey with calming essential oils and an invigorating ocean-breeze scent for a deeply cleansing daily ritual.</p>
<p><strong>Key Ingredients:</strong> Oat Milk, Honey, Jojoba Oil, Chamomile Oil.</p>
<p><strong>Full Ingredients:</strong> Oat Milk, Honey, Jojoba Oil, Lavender Oil, Geranium Oil, Ylang Ylang Oil, Chamomile Oil, Tea Tree Oil and Natural Preservative.</p>
<p><strong>How to Use:</strong> Work into a rich lather with warm water, massage over skin, and rinse. Store on a well-draining dish between uses.</p>
<p><strong>Weight:</strong> 6.3 oz · <strong>Collection:</strong> The Common Collection</p>
<p><em>Handmade &amp; hand-poured in small batches · 100% Natural · Made in USA.</em></p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Herbal Soap,"The Common Collection, Herbal Soap, Handmade, All Natural, Made in USA, Subscription Eligible",TRUE,Title,Default Title,CAL-HER-BAR-06,179,shopify,25,deny,manual,16.99,,TRUE,TRUE,,https://raw.githubusercontent.com/asharqasmani-dotcom/royal-being-images/main/calm__calm-1.png,1,Calm — Royal Being herbal soap,FALSE,Calm · The Common Collection | Royal Being,The natural essence of Oat Milk and Honey with calming essential oils and an invigorating ocean-breeze scent for a deeply cleansing daily ritual.,active
